code,AUDPS_Anc_21,AUDPS_Evo_21,Infectivity_Anc_21,Infectivity_Evo_21,SYM_Anc,SYM_Evo,Necrosis_Anc,Necrosis_Evo
6968,3.270833333,5.78125,0.25,0.375,2,2,0,0
6970,1.385416667,9.427083333,0.125,0.625,5,5,1,1
6971,1.510416667,3.395833333,0.125,0.25,3,2,0,0
6973,5.40625,12.07291667,0.375,0.875,3,3,0,0
6974,0.760416667,2.145833333,0.125,0.25,2,2,0,0
6975,0,2.895833333,0,0.25,0,4,0,0
6976,5.15625,8.177083333,0.375,0.625,2,3,0,0
6979,4.53125,6.302083333,0.375,0.625,4,4,0,0
6981,5.65625,15.71875,0.375,0.875,4,5,0,1
6982,6.291666667,8.927083333,0.5,0.625,4,4,0,0
6984,0,1.510416667,0,0.125,0,2,0,0
6986,4.40625,5.041666667,0.375,0.5,3,2,0,0
6987,6.041666667,4.145833333,0.5,0.25,4,4,0,0
6989,1.385416667,9.8125,0.125,0.75,2,3,0,0
6990,0.885416667,6.15625,0.125,0.375,1,1,0,0
6992,2.010416667,5.15625,0.125,0.375,2,2,0,0
6997,5.90625,5.041666667,0.375,0.5,1,1,0,0
7000,5.53125,11.9375,0.375,0.75,2,2,0,0
7002,0,3.65625,0,0.375,0,2,0,0
7003,0,10.0625,0,0.75,0,3,0,0
7008,1.260416667,1.635416667,0.125,0.125,3,2,0,0
7013,2.645833333,14.44791667,0.25,0.875,3,4,0,0
7014,1.510416667,11.5625,0.125,0.75,2,2,0,0
7025,0,11.3125,0,0.75,0,3,0,0
7026,0,4.65625,0,0.375,0,3,0,0
7028,5.90625,12.57291667,0.375,0.875,4,4,0,0
7031,2.010416667,3.645833333,0.125,0.25,4,4,0,0
7033,3.90625,4.020833333,0.375,0.25,2,1,0,0
7036,6.416666667,5.90625,0.5,0.375,3,4,0,0
7058,0,6.927083333,0,0.625,0,3,0,0
7061,0,2.520833333,0,0.25,0,2,0,0
7062,11.9375,14.07291667,0.75,0.875,3,3,0,0
7064,4.65625,7.9375,0.375,0.75,1,2,0,0
7067,8.427083333,16.20833333,0.625,1,5,5,1,1
7068,3.833333333,7.197916667,1,0.875,1,1,0,0
7071,7.666666667,11.1875,0.5,0.75,3,3,0,0
7072,1.385416667,5.666666667,0.125,0.5,3,3,0,0
7077,5.53125,10.4375,0.375,0.75,3,4,0,0
7081,1.510416667,5.541666667,0.125,0.5,3,3,0,0
7092,7.802083333,5.552083333,0.625,0.625,2,1,0,0
7094,8.177083333,10.0625,0.625,0.75,3,4,0,0
7096,5.78125,13.94791667,0.375,0.875,4,4,0,0
7102,3.520833333,9.052083333,0.25,0.625,2,2,0,0
7103,0,3.395833333,0,0.25,5,5,1,1
7106,0.760416667,8.166666667,0.125,0.5,1,4,0,0
7107,1.260416667,4.28125,0.125,0.375,1,4,0,0
7109,4.90625,6.552083333,0.375,0.625,1,3,0,0
7111,0,4.541666667,0,0.5,0,5,0,1
7117,4.15625,6.052083333,0.375,0.625,4,4,0,0
7119,5.291666667,11.4375,0.5,0.75,4,4,0,0
7120,3.895833333,16.33333333,0.25,1,4,4,0,0
7125,5.53125,11.0625,0.375,0.75,4,4,0,0
7126,0,7.541666667,0,0.5,0,1,0,0
7127,0,5.15625,0,0.375,0,4,0,0
7130,0,0,0,0,0,0,0,0
7133,1.770833333,6.552083333,0.25,0.625,4,3,0,0
7143,2.895833333,3.270833333,0.25,0.25,3,4,0,0
7147,1.510416667,8.3125,0.125,0.75,2,4,0,0
7158,0,5.15625,0,0.375,0,3,0,0
7160,1.260416667,3.28125,0.125,0.375,2,2,0,0
7161,5.40625,8.427083333,0.375,0.625,3,4,0,0
7162,1.270833333,5.78125,0.25,0.375,2,5,0,1
7163,0,11.8125,0,0.75,0,4,0,0
7165,0,2.010416667,0,0.125,0,3,0,0
7169,1.510416667,4.65625,0.125,0.375,2,3,0,0
7177,0.510416667,8.302083333,0.125,0.625,4,4,0,0
7181,1.760416667,4.03125,0.125,0.375,2,2,0,0
7183,6.041666667,11.3125,0.5,0.75,1,2,0,0
7186,0,6.666666667,0,0.5,0,3,0,0
7192,3.020833333,7.541666667,0.25,0.5,4,4,0,0
7199,3.90625,12.08333333,0.375,1,5,5,1,1
7202,4.90625,9.5625,0.375,0.75,4,5,0,1
7203,1.510416667,10.9375,0.125,0.75,4,5,0,1
7207,1.385416667,0,0.125,0,3,0,0,0
7208,0,0,0,0,0,0,0,0
7209,5.28125,3.645833333,0.375,0.25,1,4,0,0
7213,1.885416667,4.40625,0.125,0.375,3,3,0,0
7217,2.145833333,5.791666667,0.25,0.5,3,4,0,0
7218,4.40625,10.44791667,0.375,0.875,3,4,0,0
7223,7.052083333,6.927083333,0.625,0.625,2,2,0,0
7231,4.15625,9.802083333,0.375,0.625,5,5,1,1
7236,6.791666667,13.07291667,0.5,0.875,3,4,0,0
7244,4.28125,16.08333333,0.375,1,4,3,0,0
7248,0.385416667,0,0.125,0,1,0,0,0
7250,4.041666667,11.83333333,0.5,0.875,5,5,1,1
7255,4.041666667,7.802083333,0.5,0.625,3,3,0,0
7258,3.895833333,12.0625,0.25,0.75,4,3,0,0
7268,7.052083333,7.427083333,0.5,0.5,3,5,0,1
7273,0,0,0,0,0,0,0,0
7276,0,5.28125,0,0.375,0,2,0,0
7280,2.895833333,3.270833333,0.25,0.25,2,3,0,0
7282,0,6.03125,0,0.375,0,2,0,0
7287,3.395833333,0,0.25,0,1,0,0,0
7288,0,5.75,0,0.428571429,0,2,0,0
7296,2.895833333,9.8125,0.25,0.75,5,5,1,1
7298,0,4.15625,0,0.375,0,3,0,0
7305,9.4375,4.40625,0.75,0.375,2,3,0,0
7306,2.270833333,3.770833333,0.25,0.25,3,3,0,0
7307,4.15625,9.677083333,0.375,0.625,3,4,0,0
7314,5.53125,4.020833333,0.375,0.25,3,4,0,0
7316,0,8.166666667,0,0.5,0,2,0,0
7319,1.760416667,8.416666667,0.125,0.5,0,2,0,0
7320,2.135416667,2.010416667,0.125,0.125,2,1,0,0
7322,0,0,0,0,0,0,0,0
7323,1.510416667,5.916666667,0.125,0.5,2,1,0,0
7327,0,1.135416667,0,0.125,0,2,0,0
7328,0,0.135416667,0,0.125,0,1,0,0
7332,3.395833333,7.9375,0.25,0.75,1,1,0,0
7333,3.770833333,15.84375,0.25,1,1,4,0,0
7337,6.541666667,3.395833333,0.5,0.25,3,3,0,0
7342,3.53125,15.70833333,0.375,1,1,3,0,0
7343,2.020833333,13.08333333,0.25,1,1,3,0,0
7344,1.010416667,3.15625,0.125,0.375,2,1,0,0
7346,3.395833333,11.8125,0.25,0.75,5,5,1,1
7347,2.770833333,6.302083333,0.25,0.625,0,3,0,0
7349,3.520833333,15.58333333,0.25,1,2,3,0,0
7350,3.645833333,7.291666667,0.25,0.5,2,3,0,0
7353,0,1.770833333,0,0.25,0,3,0,0
7354,5.541666667,2.135416667,0.25,0.125,2,2,0,0
7356,5.041666667,3.770833333,0.5,0.25,2,2,0,0
7358,3.28125,7.5625,0.375,0.75,2,3,0,0
7359,2.010416667,6.791666667,0.125,0.5,2,2,0,0
7372,1.010416667,9.177083333,0.125,0.625,3,2,0,0
7373,0,0,0,0,0,0,0,0
7378,5.03125,10.6875,0.375,0.75,2,2,0,0
7382,0,8.677083333,0,0.5,0,5,0,1
7383,4.65625,10.5625,0.375,0.75,4,3,0,0
7384,4.53125,4.020833333,0.375,0.25,1,1,0,0
7387,0,1.010416667,0,0.125,0,3,0,0
7394,1.135416667,11.9375,0.125,0.75,5,4,1,0
7396,0,2.645833333,0,0.25,0,2,0,0
7404,3.645833333,9.552083333,0.25,0.625,2,3,0,0
7411,3.770833333,3.270833333,0.25,0.25,4,4,0,0
7413,5.027777778,7.791666667,0.333333333,0.5,1,1,0,0
7416,7.1875,6.416666667,0.75,0.5,2,2,0,0
7417,7.388888889,12.32291667,0.666666667,0.875,5,5,1,1
7418,0,12.1875,0,0.75,0,4,0,0
7419,14.58333333,15.58333333,1,1,3,3,0,0
7424,3.90625,8.427083333,0.375,0.625,4,4,0,0
7430,2.020833333,10.19791667,0.25,0.875,2,3,0,0
7460,2.010416667,10.3125,0.125,0.75,1,4,0,0
7461,0,3.145833333,0,0.25,0,3,0,0
7471,0,12.58333333,0,1,0,4,0,0
7475,8.822916667,10.58333333,0.875,1,2,3,0,0
7477,7.177083333,8.302083333,0.625,0.625,2,2,0,0
7514,11.57291667,10.0625,0.875,0.75,2,3,0,0
7515,3.65625,5.802083333,0.375,0.625,1,2,0,0
7516,5.427083333,11.3125,0.625,0.75,2,2,0,0
7517,4.53125,7.552083333,0.375,0.625,3,2,0,0
7520,6.041666667,9.0625,0.5,0.75,2,3,0,0
7521,3.40625,12.33333333,0.375,1,2,3,0,0
7523,4.208333333,2.013888889,0.5,0.166666667,2,2,0,0
7525,1.510416667,3.645833333,0.125,0.25,3,4,0,0
7529,1.760416667,6.916666667,0.125,0.5,5,5,1,1
7530,3.770833333,10.07291667,0.25,0.75,5,5,1,1
7566,0,3.90625,0,0.375,0,2,0,0
7568,4.041666667,0,0.5,0,2,0,0,0
7717,3.28125,4.020833333,0.375,0.25,1,4,0,0
7757,1.385416667,3.145833333,0.125,0.25,3,3,0,0
7767,1.135416667,9.322916667,0.125,0.875,3,4,0,0
7917,1.135416667,1.770833333,0.125,0.25,1,2,0,0
7947,2.645833333,6.291666667,0.25,0.5,2,2,0,0
8037,1.635416667,6.166666667,0.125,0.5,2,2,0,0
8057,0,2.145833333,0,0.25,0,2,0,0
8077,5.291666667,6.927083333,0.5,0.625,2,2,0,0
8132,1.635416667,4.020833333,0.125,0.25,4,5,0,1
8171,1.760416667,4.020833333,0.125,0.25,5,5,1,1
8214,0,5.65625,0,0.375,0,4,0,0
8222,0,3.395833333,0,0.25,0,3,0,0
8227,1.635416667,3.395833333,0.125,0.25,2,1,0,0
8230,1.395833333,9.5625,0.25,0.75,1,3,0,0
8231,3.270833333,9.9375,0.25,0.75,3,4,0,0
8233,0.260416667,5.291666667,0.125,0.5,1,3,0,0
8234,1.760416667,1.885416667,0.125,0.125,1,1,0,0
8235,0,8.427083333,0,0.625,0,2,0,0
8236,0,3.65625,0,0.375,0,2,0,0
8237,0,0,0,0,0,0,0,0
8238,2.645833333,8.041666667,0.25,0.5,1,4,0,0
8239,2.135416667,11.4375,0.125,0.75,4,4,0,0
8240,1.010416667,2.770833333,0.125,0.25,1,1,0,0
8241,0.885416667,12.32291667,0.125,0.875,2,3,0,0
8242,0,8.5625,0,0.75,0,3,0,0
8243,0,15.20833333,0,1,0,2,0,0
8244,0,1.520833333,0,0.25,0,2,0,0
8246,0,2.520833333,0,0.25,0,2,0,0
8247,1.510416667,8.4375,0.125,0.75,1,2,0,0
8249,3.645833333,2.645833333,0.25,0.25,2,2,0,0
8256,4.020833333,6.791666667,0.25,0.5,2,2,0,0
8259,3.53125,4.541666667,0.375,0.5,2,3,0,0
8264,5.15625,9.552083333,0.375,0.625,5,5,1,1
8283,2.770833333,8.677083333,0.25,0.625,2,3,0,0
8284,3.40625,4.65625,0.375,0.375,2,3,0,0
8285,6.927083333,11.6875,0.625,0.75,3,3,0,0
8290,0.135416667,8.041666667,0.125,0.5,4,5,0,1
8297,0,7.552083333,0,0.375,0,2,0,0
8306,2.135416667,0,0.125,0,3,0,0,0
8307,1.395833333,3.78125,0.25,0.375,2,3,0,0
8311,1.645833333,3.270833333,0.25,0.25,2,3,0,0
8312,1.885416667,5.90625,0.125,0.375,2,4,0,0
8326,2.520833333,4.916666667,0.25,0.5,3,4,0,0
8334,3.53125,5.416666667,0.375,0.5,2,3,0,0
8335,3.770833333,2.520833333,0.25,0.25,2,2,0,0
8337,5.041666667,9.6875,0.5,0.75,3,2,0,0
8343,1.635416667,8.302083333,0.125,0.625,1,3,0,0
8351,4.291666667,9.1875,0.5,0.75,2,3,0,0
8354,3.78125,7.166666667,0.375,0.5,3,3,0,0
8357,3.145833333,0,0.25,0,1,0,0,0
8365,0,4.020833333,0,0.25,0,4,0,0
8366,2.010416667,9.427083333,0.125,0.625,4,4,0,0
8369,10.45833333,8.458333333,1,1,1,1,0,0
8376,1.760416667,8.677083333,0.125,0.625,2,2,0,0
8386,8.4375,6.427083333,0.75,0.625,3,3,0,0
8419,0,11.1875,0,0.625,0,4,0,0
8420,4.90625,3.645833333,0.375,0.25,4,4,0,0
8422,4.78125,5.53125,0.375,0.375,3,3,0,0
8424,4.90625,9.552083333,0.375,0.625,2,3,0,0
8426,3.770833333,12.82291667,0.25,0.75,4,4,0,0
8427,3.270833333,8.6875,0.25,0.75,4,3,0,0
8483,3.791666667,2.145833333,0.5,0.25,1,2,0,0
8699,1.635416667,3.65625,0.125,0.375,3,3,0,0
9027,0,3.645833333,0,0.25,0,4,0,0
9057,3.145833333,4.291666667,0.25,0.5,2,2,0,0
9058,2.28125,5.552083333,0.375,0.625,1,2,0,0
9067,3.270833333,5.28125,0.25,0.375,4,4,0,0
9069,2.895833333,1.510416667,0.25,0.125,2,2,0,0
9070,2.645833333,5.291666667,0.25,0.5,3,3,0,0
9075,0.135416667,5.166666667,0.125,0.5,1,2,0,0
9078,0,5.15625,0,0.375,0,2,0,0
9079,9.642857143,8.677083333,0.857142857,0.625,3,3,0,0
9081,4.90625,3.28125,0.375,0.375,1,2,0,0
9084,7.552083333,11.82291667,0.625,0.875,3,3,0,0
9085,7.302083333,9.177083333,0.625,0.625,3,3,0,0
9089,1.510416667,13.44791667,0.125,0.875,2,3,0,0
9091,6.541666667,11.8125,0.5,0.75,2,3,0,0
9095,6.708333333,11.83333333,1,1,1,3,0,0
9099,0,4.53125,0,0.375,0,3,0,0
9100,5.40625,11.19791667,0.375,0.875,5,5,1,1
9102,0,10.94791667,0,0.875,0,5,0,1
9103,6.177083333,10.3125,0.625,0.75,2,2,0,0
9104,3.270833333,5.9375,0.25,0.75,1,3,0,0
9105,0,13.69791667,0,0.875,0,5,0,1
9106,1.760416667,12.94791667,0.125,0.875,5,5,1,1
9111,0,5.40625,0,0.375,0,2,0,0
9113,2.645833333,3.520833333,0.25,0.25,4,4,0,0
9114,10.69791667,5.791666667,0.875,0.5,3,3,0,0
9121,4.416666667,5.28125,0.5,0.375,3,3,0,0
9125,10.5625,5.15625,0.75,0.375,2,2,0,0
9128,4.916666667,2.520833333,0.5,0.25,2,2,0,0
9130,0.895833333,4.677083333,0.25,0.625,1,2,0,0
9131,7.677083333,9.052083333,0.625,0.625,1,2,0,0
9133,3.78125,11.0625,0.375,0.75,2,3,0,0
9134,2.010416667,5.53125,0.125,0.375,1,2,0,0
9298,3.020833333,5.916666667,0.25,0.5,1,2,0,0
9314,8.572916667,9.447916667,0.875,0.875,4,4,0,0
9321,8.8125,12.19791667,0.75,0.875,1,2,0,0
9323,7.927083333,9.552083333,0.625,0.625,1,2,0,0
9332,13.20833333,13.69791667,1,0.875,2,2,0,0
9336,11.4375,16.45833333,0.75,1,2,2,0,0
9339,12.69791667,11.44791667,0.875,0.875,2,2,0,0
9343,12.57291667,8.6875,0.875,0.75,2,3,0,0
9352,1.635416667,13.19791667,0.125,0.875,2,3,0,0
9353,6.666666667,12.69791667,0.5,0.875,2,3,0,0
9363,15.21875,10.4375,1,0.75,1,1,0,0
9369,6.166666667,8.677083333,0.5,0.625,3,3,0,0
9370,5.03125,10.9375,0.375,0.75,2,3,0,0
9371,6.1875,6.052083333,0.75,0.625,1,2,0,0
9380,10.94791667,3.145833333,0.875,0.25,2,2,0,0
9381,11.94791667,8.927083333,0.875,0.625,3,2,0,0
9382,2.270833333,7.697916667,0.25,0.875,2,3,0,0
9383,7.9375,4.53125,0.75,0.375,3,2,0,0
9386,1.760416667,14.09375,0.125,0.75,1,2,0,0
9388,8.302083333,5.28125,0.5,0.375,2,2,0,0
9390,8.6875,12.08333333,0.75,1,2,2,0,0
9391,9.0625,12.45833333,0.75,1,1,2,0,0
9392,8.8125,8.9375,0.75,0.75,2,3,0,0
9394,0.510416667,8.6875,0.125,0.75,1,2,0,0
9395,3.53125,1.760416667,0.375,0.125,1,2,0,0
9399,11.57291667,11.32291667,0.875,0.625,1,1,0,0
9402,5.666666667,10.19791667,0.5,0.875,1,2,0,0
9404,8.677083333,3.770833333,0.625,0.25,2,2,0,0
9405,2.145833333,13.07291667,0.25,0.875,2,3,0,0
9407,8.177083333,3.395833333,0.625,0.25,2,3,0,0
9408,7.791666667,11.5625,0.5,0.75,3,3,0,0
9409,10.1875,11.19791667,0.625,0.625,2,2,0,0
9412,2.541666667,5.802083333,0.5,0.625,1,2,0,0
9413,2.770833333,13.20833333,0.25,1,1,3,0,0
9416,7.177083333,6.916666667,0.625,0.5,1,2,0,0
9421,10.94791667,10.1875,0.75,0.625,1,2,0,0
9433,4.40625,4.65625,0.375,0.25,1,2,0,0
9436,10.3125,12.57291667,0.75,0.875,2,3,0,0
9437,4.40625,5.666666667,0.375,0.5,2,2,0,0
9442,0,4.03125,0,0.375,0,1,0,0
9450,2.010416667,14.19791667,0.125,0.875,3,3,0,0
9451,5.041666667,13.70833333,0.5,1,2,3,0,0
9452,12.32291667,13.83333333,0.875,1,2,3,0,0
9453,1.520833333,11.08333333,0.25,1,2,2,0,0
9454,11.57291667,10.5625,0.875,0.75,2,3,0,0
9455,8.052083333,13.33333333,0.625,1,3,3,0,0
9470,9.1875,11.0625,0.75,0.75,2,2,0,0
9471,5.15625,14.45833333,0.375,1,2,2,0,0
9476,2.520833333,10.5625,0.25,0.75,1,1,0,0
9481,10.75,13.08333333,1,1,2,3,0,0
9503,8.052083333,12.91666667,0.625,1,2,2,0,0
9506,9.833333333,9.197916667,1,0.875,2,3,0,0
9507,7.302083333,1.726190476,0.625,0.142857143,3,3,0,0
9508,3.145833333,9.302083333,0.25,0.625,2,2,0,0
9509,14.08333333,11.6875,1,0.75,2,2,0,0
9510,11.95833333,12.1875,1,0.75,3,3,0,0
9511,1.885416667,1.885416667,0.125,0.125,2,2,0,0
9512,0,13.32291667,0,0.875,0,2,0,0
9513,4.40625,3.520833333,0.375,0.25,1,2,0,0
9514,8.177083333,1.520833333,0.625,0.25,1,2,0,0
9515,9.458333333,10.1875,1,0.75,4,4,0,0
9517,0,4.020833333,0,0.25,0,1,0,0
9518,13.95833333,16.96875,0.875,1,1,1,0,0
9519,12.94791667,16.33333333,0.875,1,3,3,0,0
9521,13.69791667,18.35416667,0.875,1,4,4,0,0
9522,10.1875,15.45833333,0.75,1,1,1,0,0
9523,6.802083333,8.9375,0.625,0.75,2,3,0,0
9524,11.1875,15.70833333,0.75,1,2,3,0,0
9525,2.020833333,2.770833333,0.25,0.25,2,2,0,0
9526,0.885416667,5.03125,0.125,0.375,1,3,0,0
9527,11.20833333,8.0625,1,0.75,1,3,0,0
9528,3.78125,8.1875,0.375,0.75,1,2,0,0
9529,9.6875,7.802083333,0.75,0.625,2,2,0,0
9530,6.677083333,8.4375,0.625,0.75,2,2,0,0
9531,4.90625,5.427083333,0.375,0.625,2,2,0,0
9532,3.770833333,10.3125,0.25,0.75,2,2,0,0
9533,7.552083333,3.395833333,0.625,0.25,3,4,0,0
9534,4.041666667,7.427083333,0.5,0.625,2,3,0,0
9535,1.760416667,11.94791667,0.125,0.875,1,2,0,0
9536,2.520833333,10.1875,0.25,0.75,1,3,0,0
9537,0.895833333,3.041666667,0.25,0.5,4,3,0,0
9539,6.802083333,9.0625,0.625,0.75,3,3,0,0
9540,13.95833333,11.32291667,1,0.875,4,4,0,0
9541,2.03125,7.583333333,0.375,1,2,3,0,0
9542,1.916666667,7.208333333,0.5,1,2,3,0,0
9543,11.57291667,14.20833333,0.875,1,4,4,0,0
9544,1.385416667,5.40625,0.125,0.375,2,2,0,0
9545,5.791666667,12.45833333,0.5,1,2,2,0,0
9546,13.58333333,8.677083333,1,0.625,2,3,0,0
9547,11.08333333,10.44791667,1,0.875,2,2,0,0
9548,11.58333333,13.20833333,1,1,1,2,0,0
9549,8.0625,11.83333333,0.75,1,1,2,0,0
9550,5.0625,0,0.75,0,1,0,0,0
9551,2.270833333,11.58333333,0.25,1,2,3,0,0
9552,5.166666667,10.69791667,0.5,0.875,2,3,0,0
9553,3.145833333,7.677083333,0.25,0.625,3,3,0,0
9554,6.541666667,10.5625,0.5,0.75,3,3,0,0
9555,9.177083333,13.69791667,0.625,0.875,5,5,1,1
9556,7.677083333,1.635416667,0.625,0.125,2,2,0,0
9557,10.70833333,8.3125,1,0.75,2,3,0,0
9558,9.072916667,12.20833333,0.875,1,2,3,0,0
9559,6.552083333,13.58333333,0.625,1,2,3,0,0
9560,1.770833333,5.291666667,0.25,0.5,2,2,0,0
9561,5.291666667,5.166666667,0.5,0.5,1,1,0,0
9562,2.770833333,1.260416667,0.25,0.125,2,2,0,0
